"","GO","AncestorGroup","AncestorGroupIndex","Color","Label"
"308","GO.0006351","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,1
"309","GO.0006352","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,0
"310","GO.0006353","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,1
"311","GO.0006364","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cellular component organization or biogenesis",3189,594,1
"312","GO.0006366","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,1
"313","GO.0006367","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,0
"314","GO.0006368","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,1
"315","GO.0006370","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,0
"316","GO.0006376","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cellular component organization or biogenesis",3189,594,1
"317","GO.0006378","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,0
"318","GO.0006382","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,0
"319","GO.0006383","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,1
"320","GO.0006388","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,0
"321","GO.0006390","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,0
"322","GO.0006397","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,1
"323","GO.0006398","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,0
"324","GO.0006400","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,1
"325","GO.0006401","nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3077,566,1
"326","GO.0006402","nitrogen compound metabolic process,catabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,negative regulation of biological process,regulation of biological process",3117,576,0
"327","GO.0006405","cellular localization,macromolecule localization,establishment of localization",1502,297,1
"328","GO.0006406","organic substance metabolic process,cellular localization,protein-containing complex localization,macromolecule localization,establishment of localization",3372,649,1
"329","GO.0006413","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,1
"330","GO.0006414","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,1
"331","GO.0006417","nitrogen compound metabolic process,biosynthetic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process",3030,562,1
"332","GO.0006418","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",2876,545,0
"333","GO.0006446","nitrogen compound metabolic process,biosynthetic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process",3030,562,1
"334","GO.0006457","907",907,907,1
"335","GO.0006464","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,1
"336","GO.0006465","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,0
"337","GO.0006469","nitrogen compound metabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,negative regulation of cellular process,regulation of cellular process,negative regulation of biological process,regulation of biological process,regulation of molecular function",3252,617,1
"338","GO.0006470","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,1
"339","GO.0006471","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,2
"340","GO.0006473","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,0
"341","GO.0006474","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,0
"342","GO.0006476","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,1
"343","GO.0006479","nitrogen compound metabolic process,methylation,cellular metabolic process,primary metabolic process,organic substance metabolic process",3219,604,1
"344","GO.0006482","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,demethylation,organic substance metabolic process",3180,591,0
"345","GO.0006486","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,glycosylation,organic substance metabolic process",2859,538,1
"346","GO.0006487","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,glycosylation,organic substance metabolic process",2859,538,1
"347","GO.0006488","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,glycosylation,organic substance metabolic process",2859,538,1
"348","GO.0006491","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,1
"349","GO.0006493","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,glycosylation,organic substance metabolic process",2859,538,1
"350","GO.0006497","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,0
"351","GO.0006506","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,1
"352","GO.0006509","nitrogen compound metabolic process,primary metabolic process,organic substance metabolic process",3310,634,1
"353","GO.0006513","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,1
"354","GO.0006515","nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3077,566,1
"355","GO.0006516","nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3077,566,0
"356","GO.0006517","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,0
"357","GO.0006518","nitrogen compound metabolic process,cellular metabolic process,organic substance metabolic process",3176,590,1
"358","GO.0006520","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",3207,599,1
"359","GO.0006527","nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",3097,572,0
"360","GO.0006536","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",3207,599,1
"361","GO.0006541","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",3207,599,0
"362","GO.0006548","nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",3097,572,0
"363","GO.0006552","nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",3097,572,0
"364","GO.0006556","biosynthetic process,cellular metabolic process,organic substance metabolic process",179,29,0
"365","GO.0006559","nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",3097,572,1
"366","GO.0006590","nitrogen compound metabolic process,hormone metabolic process,cellular metabolic process,organic substance metabolic process,regulation of biological quality",3214,601,0
"367","GO.0006605","cellular localization,macromolecule localization,establishment of localization",1502,297,1
"368","GO.0006606","cellular localization,macromolecule localization,establishment of localization",1502,297,1
"369","GO.0006607","cellular localization,macromolecule localization,establishment of localization",1502,297,0
"370","GO.0006611","cellular localization,macromolecule localization,establishment of localization",1502,297,1
"371","GO.0006612","cellular localization,macromolecule localization,establishment of localization",1502,297,1
"372","GO.0006613","cellular localization,macromolecule localization,establishment of localization",1502,297,0
"373","GO.0006614","cellular localization,macromolecule localization,establishment of localization",1502,297,0
"374","GO.0006617","cellular localization,cellular component organization or biogenesis,macromolecule localization,establishment of localization",1493,293,0
"375","GO.0006621","cellular localization,maintenance of location in cell,macromolecule localization,maintenance of location",1506,298,0
"376","GO.0006622","vacuolar transport,cellular localization,macromolecule localization,establishment of localization",4741,868,0
"377","GO.0006623","vacuolar transport,cellular localization,macromolecule localization,establishment of localization",4741,868,0
"378","GO.0006625","cellular localization,cellular component organization or biogenesis,macromolecule localization,establishment of localization",1493,293,0
"379","GO.0006626","cellular localization,cellular component organization or biogenesis,macromolecule localization,establishment of localization",1493,293,1
"380","GO.0006629","primary metabolic process,organic substance metabolic process",3577,701,1
"381","GO.0006631","cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",1564,314,1
"382","GO.0006633","biosynthetic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",188,32,1
"383","GO.0006635","catabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",360,60,1
"384","GO.0006636","biosynthetic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",188,32,1
"385","GO.0006637","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",3207,599,1
"386","GO.0006641","cellular metabolic process,primary metabolic process,organic substance metabolic process",1558,313,1
"387","GO.0006644","cellular metabolic process,primary metabolic process,organic substance metabolic process",1558,313,1
"388","GO.0006646","biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",184,31,1
"389","GO.0006654","biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",184,31,1
"390","GO.0006656","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,1
"391","GO.0006657","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,0
"392","GO.0006661","biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",184,31,1
"393","GO.0006665","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,1
"394","GO.0006670","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",3207,599,0
"395","GO.0006672","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,1
"396","GO.0006687","nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181,592,1
"397","GO.0006688","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",2860,539,1
"398","GO.0006689","nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3077,566,0
"399","GO.0006690","cellular metabolic process,small molecule metabolic process,organic substance metabolic process",1568,316,0
"400","GO.0006691","cellular metabolic process,small molecule metabolic process,organic substance metabolic process",1568,316,0
"401","GO.0006693","cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",1564,314,0
"402","GO.0006694","biosynthetic process,primary metabolic process,organic substance metabolic process",279,48,1
"403","GO.0006695","biosynthetic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",280,49,0
"404","GO.0006699","biosynthetic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",188,32,1
"405","GO.0006702","biosynthetic process,hormone metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of biological quality",199,35,0
"406","GO.0006703","biosynthetic process,hormone metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of biological quality",199,35,1
"407","GO.0006707","catabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",439,73,0
"408","GO.0006729","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,small molecule metabolic process,organic substance metabolic process",2880,546,0
"409","GO.0006730","cellular metabolic process,small molecule metabolic process",1567,315,1
"410","GO.0006744","biosynthetic process,cellular metabolic process,small molecule metabolic process,organic substance metabolic process",194,34,1
"411","GO.0006749","nitrogen compound metabolic process,cellular metabolic process,organic substance metabolic process",3176,590,1
"412","GO.0006750","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,organic substance metabolic process",2855,537,0
"413","GO.0006751","nitrogen compound metabolic process,catabolic process,cellular metabolic process,organic substance metabolic process",3072,565,0
"414","GO.0006754","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,ATP metabolic process,organic substance metabolic process",2873,542,0
"415","GO.0006782","nitrogen compound metabolic process,biosynthetic process,pigment metabolic process,cellular metabolic process,organic substance metabolic process",2940,552,0
"416","GO.0006783","nitrogen compound metabolic process,biosynthetic process,pigment metabolic process,cellular metabolic process,organic substance metabolic process",2940,552,1
"417","GO.0006790","cellular metabolic process",1531,303,1
"418","GO.0006796","cellular metabolic process",1531,303,0
"419","GO.0006801","cellular metabolic process",1531,303,1
"420","GO.0006805","cellular metabolic process,cellular response to stimulus,response to chemical",1537,307,1
"421","GO.0006809","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process",2854,536,1
"422","GO.0006810","establishment of localization",1683,348,1
"423","GO.0006811","establishment of localization",1683,348,1
"424","GO.0006812","establishment of localization",1683,348,1
"425","GO.0006813","establishment of localization",1683,348,1
"426","GO.0006814","establishment of localization",1683,348,1
"427","GO.0006816","establishment of localization",1683,348,1
"428","GO.0006820","establishment of localization",1683,348,1
"429","GO.0006821","establishment of localization",1683,348,1
"430","GO.0006825","establishment of localization",1683,348,0
"431","GO.0006826","establishment of localization",1683,348,1
"432","GO.0006828","establishment of localization",1683,348,0
"433","GO.0006829","establishment of localization",1683,348,0
"434","GO.0006833","establishment of localization",1683,348,0
"435","GO.0006836","establishment of localization",1683,348,1
"436","GO.0006839","establishment of localization",1683,348,1
"437","GO.0006851","transmembrane transport,establishment of localization",4725,863,0
"438","GO.0006865","establishment of localization",1683,348,1
"439","GO.0006868","establishment of localization",1683,348,0
"440","GO.0006869","macromolecule localization,establishment of localization",2111,413,1
"441","GO.0006874","cellular homeostasis,regulation of biological quality",1481,289,1
"442","GO.0006878","cellular homeostasis,regulation of biological quality",1481,289,1
"443","GO.0006879","cellular homeostasis,regulation of biological quality",1481,289,1
"444","GO.0006882","cellular homeostasis,regulation of biological quality",1481,289,1
"445","GO.0006883","cellular homeostasis,regulation of biological quality",1481,289,1
"446","GO.0006884","cellular homeostasis,cellular component organization or biogenesis,regulation of biological quality",1455,279,1
"447","GO.0006885","regulation of biological quality",3607,707,0
"448","GO.0006887","vesicle-mediated transport,export from cell,establishment of localization",4791,878,1
"449","GO.0006888","vesicle-mediated transport,cellular localization,establishment of localization",4779,875,1
"450","GO.0006890","vesicle-mediated transport,establishment of localization",4789,877,1
"451","GO.0006891","vesicle-mediated transport,establishment of localization",4789,877,1
"452","GO.0006892","vesicle-mediated transport,establishment of localization",4789,877,1
"453","GO.0006893","vesicle-mediated transport,cellular localization,establishment of localization",4779,875,1
"454","GO.0006895","vesicle-mediated transport,cellular localization,establishment of localization",4779,875,0
"455","GO.0006896","vacuolar transport,vesicle-mediated transport,cellular localization,establishment of localization",4755,870,0
"456","GO.0006898","vesicle-mediated transport,establishment of localization",4789,877,1
"457","GO.0006900","vesicle-mediated transport,cellular component organization or biogenesis,establishment of localization",4768,873,1
"458","GO.0006904","vesicle-mediated transport,membrane docking,cellular localization,exocytic process,export from cell,establishment of localization",4795,880,1
"459","GO.0006906","vesicle-mediated transport,cellular component organization or biogenesis,establishment of localization",4768,873,1
"460","GO.0006909","vesicle-mediated transport,establishment of localization",4789,877,1
"461","GO.0006910","cell recognition,vesicle-mediated transport,establishment of localization",1340,238,0
"462","GO.0006911","vesicle-mediated transport,cellular component organization or biogenesis,establishment of localization",4768,873,0
"463","GO.0006913","cellular localization,establishment of localization",1499,294,1
"464","GO.0006914","catabolic process,cellular metabolic process,process utilizing autophagic mechanism",362,61,1
"465","GO.0006919","nitrogen compound metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,regulation of cellular process,positive regulation of biological process,regulation of biological process,regulation of molecular function",3293,630,1
"466","GO.0006935","taxis,response to external stimulus,response to chemical",4687,857,1
"467","GO.0006936","system process",4578,834,1
"468","GO.0006937","system process,regulation of multicellular organismal process,regulation of biological process",4653,849,1
"469","GO.0006939","system process",4578,834,1
"470","GO.0006940","system process,regulation of multicellular organismal process,regulation of biological process",4653,849,0
"471","GO.0006941","system process",4578,834,1
"472","GO.0006952","response to stress",4232,805,1
"473","GO.0006953","response to stress",4232,805,1
"474","GO.0006956","immune effector process,activation of immune response,regulation of immune system process,positive regulation of immune system process,immune response,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,regulation of biological process",1788,362,1
"475","GO.0006957","immune effector process,activation of immune response,regulation of immune system process,positive regulation of immune system process,immune response,response to other organism,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,response to stress,response to external stimulus,response to biotic stimulus,regulation of biological process",1789,363,0
"476","GO.0006958","immune effector process,activation of immune response,regulation of immune system process,positive regulation of immune system process,immune response,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,regulation of biological process",1788,362,1
"477","GO.0006959","immune response",1961,376,1
"478","GO.0006968","response to stress",4232,805,1
"479","GO.0006970","response to stress,response to abiotic stimulus",4234,806,1
"480","GO.0006977","cell cycle,cell communication,signal transduction,cell cycle process,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,negative regulation of biological process,response to stress,regulation of biological process",1037,179,1
"481","GO.0006978","cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to stress,regulation of biological process",999,169,0
"482","GO.0006979","response to stress",4232,805,1
"483","GO.0006983","cell communication,signal transduction,regulation of cellular process,cellular response to stimulus,response to stress,response to biotic stimulus,regulation of biological process",1002,170,0
"484","GO.0006986","response to stress,response to chemical",4239,808,1
"485","GO.0006995","cell communication,cellular response to stimulus,response to stress,response to external stimulus",611,102,0
"486","GO.0006996","cellular component organization or biogenesis",1344,239,1
"487","GO.0006997","cellular component organization or biogenesis",1344,239,1
"488","GO.0006998","cellular component organization or biogenesis",1344,239,1
"489","GO.0007004","nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cellular component organization or biogenesis",2865,540,0
"490","GO.0007005","cellular component organization or biogenesis",1344,239,1
"491","GO.0007007","cellular component organization or biogenesis",1344,239,0
"492","GO.0007009","cellular component organization or biogenesis",1344,239,1
"493","GO.0007010","cellular component organization or biogenesis",1344,239,1
"494","GO.0007015","actin filament-based process,cellular component organization or biogenesis",29,3,1
"495","GO.0007017","907",907,907,1
"496","GO.0007018","movement of cell or subcellular component,microtubule-based process",2343,450,1
"497","GO.0007019","microtubule-based process,cellular component organization or biogenesis",2149,421,0
"498","GO.0007020","microtubule-based process,cellular component organization or biogenesis",2149,421,1
"499","GO.0007026","microtubule-based process,negative regulation of cellular process,regulation of cellular process,cellular component organization or biogenesis,negative regulation of biological process,regulation of biological process",2154,422,1
"500","GO.0007029","cellular component organization or biogenesis",1344,239,1
